timestamp,trip_1,rating_1,trip_2,rating_2,trip_3,rating_3,trip_4,rating_4,trip_5,rating_5
2015-03-10T11:48,0xc35c9_10-03-15 12:xx - 10-03-15 13:26,476.07265461227865
2015-03-16T00:48,0x6d679_15-03-15 20:xx - 16-03-15 12:24,27.64669519457821
2015-03-16T12:48,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking,30.29648983686852
2015-03-17T00:48,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,85.46256899713643
2015-03-17T12:48,0x6d679_17-03-15 7:xx - 20-03-15 18:18,15.233940067544044
2015-03-18T00:48,0x6d679_17-03-15 7:xx - 20-03-15 18:18,6.687363061545345
2015-03-18T12:48,0x6d679_17-03-15 7:xx - 20-03-15 18:18,12.853117286748525
2015-03-19T00:48,0x6d679_17-03-15 7:xx - 20-03-15 18:18,26.703737631185497
2015-03-19T12:48,0x6d679_17-03-15 7:xx - 20-03-15 18:18,23.4800057493452
2015-03-20T00:48,0x6d679_17-03-15 7:xx - 20-03-15 18:18,58.92398818027762
2015-03-20T12:48,0x6d679_17-03-15 7:xx - 20-03-15 18:18,21.125363969053463
2015-03-21T00:48,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,29.57438316937612
2015-03-21T12:48,0xf0454_21-03-15 11:xx - 21-03-15 13:23,17.7681321794245,0x6d679_21-03-15 4:xx - 22-03-15 23:16,15.379458370652305,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.0
2015-03-22T00:48,0x6d679_21-03-15 4:xx - 22-03-15 23:16,66.31108947870105,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,8.104491009795526
2015-03-22T12:48,0xf0454_22-03-15 12:xx - 22-03-15 12:55,98.94313278596626,0x6d679_21-03-15 4:xx - 22-03-15 23:16,10.44516811917262,0xf0454_22-03-15 12:xx - 03-05-15 6:52_parking,6.306677232615918
2015-03-23T00:48,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,6.414157139742995,0xc35c9_23-03-15 0:xx - 06-04-15 8:01,0.0
2015-03-23T12:48,0x6d679_23-03-15 11:xx - 28-03-15 3:32,38.01636111961896
2015-03-24T00:48,0x6d679_23-03-15 11:xx - 28-03-15 3:32,12.963223972143359,0x7086e_24-03-15 0:xx - 07-04-15 2:35_parking,0.0
2015-03-24T12:48,0x6d679_23-03-15 11:xx - 28-03-15 3:32,24.8385299778069
2015-03-25T00:48,0x6d679_23-03-15 11:xx - 28-03-15 3:32,35.68947676635821
2015-03-25T12:48,0x6d679_23-03-15 11:xx - 28-03-15 3:32,48.27100126207334
2015-03-26T00:48,0x6d679_23-03-15 11:xx - 28-03-15 3:32,22.676769084210918
2015-03-26T12:48,0x6d679_23-03-15 11:xx - 28-03-15 3:32,4.446554517070151
2015-03-27T00:48,0x6d679_23-03-15 11:xx - 28-03-15 3:32,3.3591743583473628
2015-03-27T12:48,0x6d679_23-03-15 11:xx - 28-03-15 3:32,21.166962921525638
2015-03-28T00:48,0x6d679_23-03-15 11:xx - 28-03-15 3:32,30.77448176881528
2015-03-28T12:48,0x6d679_28-03-15 12:xx - 31-03-15 18:01,35.35479349244356,0x53db5_28-03-15 10:xx - 03-04-15 8:07_parking,2.8617564649336624
2015-03-29T00:48,0x6d679_28-03-15 12:xx - 31-03-15 18:01,1.1732422346250517
2015-03-29T13:48,0x6d679_28-03-15 12:xx - 31-03-15 18:01,60.32220448817558
2015-03-30T01:48,0x6d679_28-03-15 12:xx - 31-03-15 18:01,7.79468778680469
